,Cena,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Spalanie W Mieście,Typ nadwozia,Liczba drzwi,Liczba miejsc,Kolor,Rodzaj koloru,Kraj pochodzenia,Pierwsza rejestracja,Zarejestrowany w Polsce,Pierwszy właściciel,Bezwypadkowy,Serwisowany w ASO,Stan,Numer rejestracyjny pojazdu,Emisja CO2,Faktura VAT,Leasing,Tuning,Okres gwarancji producenta
760,269900,Firmy,Osobowe,Audi,A6,null,2020,24 612 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Niebieski,Metalik,Polska,08/03/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
761,111000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TFSI quattro S tronic,2016,99 540 km,1 984 cm3,Benzyna,252 KM,Automatyczna,4x4 (dołączany automatycznie),"8,30 l/100km",Sedan,4,5,Niebieski,Metalik,Polska,28/06/2016,Tak,null,Tak,Tak,Używane,null,null,null,Tak,null,null
762,26900,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI,2006,374 000 km,2 698 cm3,Diesel,180 KM,Manualna,Na przednie koła,9 l/100km,Sedan,5,5,Czarny,null,Niemcy,null,Tak,null,null,null,Używane,null,null,null,null,null,null
763,5500,Osoby prywatnej,Osobowe,Audi,A6,null,1997,313 000 km,2 600 cm3,Benzyna,150 KM,Manualna,4x4 (stały),null,Sedan,4,5,Inny kolor,null,Niemcy,null,null,null,null,null,Używane,null,null,null,null,null,null
764,6800,Osoby prywatnej,Osobowe,Audi,A6,null,2002,501 466 km,1 896 cm3,Diesel,131 KM,Manualna,Na przednie koła,null,Kombi,5,5,Srebrny,Metalik,null,06/12/2002,Tak,null,null,null,Używane,EBE23697,null,null,null,null,null
765,63499,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI DPF quattro S tronic,2012,314 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (dołączany automatycznie),6 l/100km,Kombi,5,5,Czarny,Metalik,Austria,null,null,Tak,Tak,Tak,Używane,null,143 g/km,null,null,null,null
766,16900,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI,2008,203 000 km,2 698 cm3,Diesel,180 KM,Manualna,null,9 l/100km,Kombi,5,5,Czarny,Metalik,Niemcy,01/01/2008,null,null,null,null,Używane,null,null,null,null,null,null
767,27400,Osoby prywatnej,Osobowe,Audi,A6,2.4,2005,228 050 km,2 393 cm3,Benzyna,177 KM,Manualna,Na przednie koła,14 l/100km,Sedan,5,5,Srebrny,Metalik,Niemcy,17/02/2005,Tak,null,Tak,null,Używane,null,null,null,null,null,null
768,73900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2011,184 400 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (dołączany automatycznie),7 l/100km,Sedan,5,5,Czarny,Metalik,null,null,Tak,Tak,Tak,Tak,Używane,null,null,null,null,null,null
769,90000,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI DPF quattro S tronic,2014,183 000 km,2 967 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),"6,80 l/100km",Kombi,5,5,Czarny,null,Niemcy,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
770,32900,Firmy,Osobowe,Audi,A6,null,2008,295 000 km,3 000 cm3,Diesel,233 KM,Automatyczna,4x4 (stały),null,Sedan,5,5,Niebieski,Metalik,null,null,Tak,Tak,null,null,Używane,null,null,null,null,null,null
771,174900,Firmy,Osobowe,Audi,A6,null,2018,99 566 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Czarny,Metalik,Polska,29/11/2018,Tak,Tak,Tak,Tak,Używane,ZS968KC,null,Tak,Tak,null,null
772,149000,Firmy,Osobowe,Audi,A6,null,2018,160 000 km,2 000 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Czarny,Perłowy,null,null,null,Tak,Tak,Tak,Używane,null,null,null,Tak,null,null
773,229900,Firmy,Osobowe,Audi,A6,null,2020,30 052 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),null,Kombi,4,5,Czarny,null,Polska,17/02/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
774,299900,Firmy,Osobowe,Audi,A6,null,2021,19 676 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Niebieski,Metalik,Polska,13/03/2021,null,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
775,274900,Firmy,Osobowe,Audi,A6,null,2021,27 928 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Czarny,null,Polska,18/05/2021,null,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
776,35900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDIe DPF,2010,213 000 km,1 968 cm3,Diesel,136 KM,Manualna,Na przednie koła,7 l/100km,Kombi,5,5,Czarny,Metalik,Szwecja,12/05/2010,Tak,null,Tak,Tak,Używane,WML 19717,null,null,null,null,null
777,59850,Firmy,Osobowe,Audi,A6,Avant 2.0 TDI DPF multitronic,2010,144 167 km,1 968 cm3,Diesel,170 KM,Automatyczna,Na przednie koła,"7,40 l/100km",Kombi,5,5,Czarny,Metalik,null,null,Tak,null,null,null,Używane,DSR63517,null,null,null,null,null
778,55999,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI,2011,155 000 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,6 l/100km,Sedan,4,5,Szary,Metalik,Francja,29/03/2012,null,null,null,Tak,Używane,null,null,null,null,null,null
779,28900,Firmy,Osobowe,Audi,A6,2.0 TFSI quattro S tronic,2014,95 087 km,1 984 cm3,Benzyna,252 KM,Automatyczna,4x4 (stały),"8,30 l/100km",Sedan,4,5,Czarny,Metalik,Stany Zjednoczone,null,null,null,null,null,Używane,null,null,null,null,null,null
780,25999,Firmy,Osobowe,Audi,A6,2.4,2005,154 000 km,2 393 cm3,Benzyna,177 KM,Manualna,Na przednie koła,14 l/100km,Kombi,5,5,Czarny,Perłowy,Niemcy,null,null,null,null,null,Używane,null,null,null,null,null,null
781,129900,Firmy,Osobowe,Audi,A6,2.0 TFSI quattro S tronic,2017,23 418 km,1 984 cm3,Benzyna,252 KM,Automatyczna,null,"8,30 l/100km",Sedan,4,5,Czarny,Metalik,null,null,null,null,null,null,Używane,null,null,Tak,Tak,null,null
782,69700,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI,2012,149 971 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,7 l/100km,Sedan,4,5,Czarny,Metalik,Niemcy,null,Tak,null,Tak,Tak,Używane,DOL95018,null,null,null,null,null
783,278500,Firmy,Osobowe,Audi,A6,null,2022,352 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Szary,null,Polska,29/03/2022,null,null,null,null,Używane,KR8XU14,null,Tak,Tak,null,null
784,24500,Osoby prywatnej,Osobowe,Audi,A6,2.4 Quattro,2005,235 000 km,2 393 cm3,Benzyna,177 KM,Manualna,4x4 (stały),16 l/100km,Kombi,5,5,Srebrny,Metalik,Szwecja,null,null,null,Tak,null,Używane,null,null,null,null,null,null
785,89000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2015,194 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),7 l/100km,Kombi,5,5,Niebieski,Metalik,Niemcy,null,Tak,null,Tak,Tak,Używane,null,156 g/km,null,null,null,null
786,103990,Firmy,Osobowe,Audi,A6,2.0 TDI ultra S tronic,2017,185 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,5 l/100km,Kombi,5,5,Szary,Perłowy,null,null,null,Tak,Tak,Tak,Używane,null,118 g/km,Tak,Tak,null,null
787,66500,Osoby prywatnej,Osobowe,Audi,A6,null,2012,245 000 km,2 995 cm3,Benzyna,311 KM,Automatyczna,4x4 (stały),10 l/100km,Sedan,4,5,Szary,null,null,null,Tak,Tak,null,null,Używane,null,null,null,null,null,null
788,21900,Firmy,Osobowe,Audi,A6,null,2005,200 000 km,2 393 cm3,Benzyna,177 KM,Manualna,Na przednie koła,null,Sedan,4,5,Szary,Metalik,null,26/09/2005,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
789,21000,Osoby prywatnej,Osobowe,Audi,A6,3.2 FSI Multitronic,2005,262 857 km,3 123 cm3,Benzyna,255 KM,Automatyczna,Na przednie koła,13 l/100km,Kombi,5,5,Niebieski,null,Niemcy,03/08/2005,null,null,Tak,null,Używane,HEF BS 240,null,null,null,null,null
790,119000,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI quattro S tronic,2016,180 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,4x4 (stały),6 l/100km,Kombi,5,5,Brązowy,Metalik,Niemcy,22/04/2016,null,null,Tak,Tak,Używane,null,null,null,null,null,null
791,29900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TFSI multitronic,2009,240 000 km,1 984 cm3,Benzyna,170 KM,Automatyczna,Na przednie koła,"10,50 l/100km",Kombi,5,5,Srebrny,Metalik,null,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
792,15000,Osoby prywatnej,Osobowe,Audi,A6,2.0T FSI,2007,188 669 km,1 984 cm3,Benzyna,170 KM,Manualna,Na przednie koła,10 l/100km,Sedan,4,5,Inny kolor,null,Niemcy,05/09/2016,Tak,null,null,null,Używane,DL3952A,null,null,null,null,null
793,177000,Firmy,Osobowe,Audi,A6,45 TFSI quattro S tronic,2019,149 292 km,1 984 cm3,Benzyna,245 KM,Automatyczna,4x4 (dołączany automatycznie),"8,20 l/100km",Kombi,4,5,Biały,null,Polska,10/04/2019,Tak,Tak,null,Tak,Używane,PO4KL88,null,Tak,Tak,null,null
794,249000,Osoby prywatnej,Osobowe,Audi,A6,50 TDI mHEV Quattro Tiptronic,2019,118 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),7 l/100km,Kombi,5,5,Czarny,null,null,null,Tak,Tak,Tak,Tak,Używane,null,118 g/km,null,null,null,null
795,249900,Firmy,Osobowe,Audi,A6,null,2020,27 157 km,2 986 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Niebieski,Metalik,Polska,02/11/2020,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
796,49000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI Multitronic,2013,369 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na tylne koła,6 l/100km,Sedan,4,5,Czarny,Metalik,Polska,null,Tak,null,null,null,Używane,null,null,null,null,null,null
797,224900,Firmy,Osobowe,Audi,A6,null,2021,28 695 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Niebieski,Metalik,Polska,09/03/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
798,173010,Firmy,Osobowe,Audi,A6,Avant 40 TDI S tronic,2018,137 310 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,"5,30 l/100km",Kombi,5,5,Biały,null,Polska,26/02/2019,Tak,Tak,Tak,Tak,Używane,WI810JA,118 g/km,Tak,null,null,null
799,184900,Firmy,Osobowe,Audi,A6,45 TFSI quattro S tronic,2019,71 000 km,1 984 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),"8,20 l/100km",Sedan,4,4,Czarny,Metalik,Niemcy,28/08/2019,Tak,Tak,Tak,Tak,Używane,GD342YV,147 g/km,Tak,null,null,null
800,251900,Firmy,Osobowe,Audi,A6,50 TFSI e quattro S tronic,2021,19 735 km,1 984 cm3,Hybryda,252 KM,Automatyczna,4x4 (stały),null,Kompakt,4,5,Czarny,Metalik,Polska,13/04/2021,Tak,Tak,Tak,Tak,Używane,DLU5146A,39 g/km,Tak,null,null,12/04/2026
801,255900,Firmy,Osobowe,Audi,A6,null,2018,60 026 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Niebieski,Metalik,Polska,15/10/2018,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
802,271900,Firmy,Osobowe,Audi,A6,50 TDI mHEV Quattro Sport Tiptronic,2021,27 150 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),7 l/100km,Sedan,4,5,Czarny,Metalik,Polska,31/03/2021,Tak,Tak,Tak,Tak,Używane,DLU4446A,151 g/km,Tak,null,null,10/03/2026
803,293166,Firmy,Osobowe,Audi,A6,45 TFSI mHEV Quattro Sport S tronic,2022,5 000 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (dołączany automatycznie),8 l/100km,Kombi,4,5,Niebieski,Metalik,null,null,null,null,Tak,null,Nowe,null,121 g/km,Tak,Tak,null,null
804,329900,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2022,5 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),5 l/100km,Kombi,5,5,Szary,Perłowy,null,null,null,null,Tak,null,Nowe,null,123 g/km,Tak,Tak,null,null
805,340640,Firmy,Osobowe,Audi,A6,45 TFSI mHEV Quattro Sport S tronic,2022,5 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (stały),8 l/100km,Sedan,4,5,Szary,Perłowy,null,null,null,null,Tak,null,Nowe,null,154 g/km,Tak,Tak,null,null
806,231900,Firmy,Osobowe,Audi,A6,45 TFSI mHEV Quattro S tronic,2021,25 000 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (stały),8 l/100km,Sedan,4,5,Czarny,Metalik,Polska,12/03/2021,Tak,Tak,Tak,Tak,Używane,DLU4039A,154 g/km,Tak,null,null,17/02/2026
807,27900,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI Quattro Tiptr,2008,271 000 km,2 698 cm3,Diesel,180 KM,Automatyczna,4x4 (stały),11 l/100km,Kombi,5,5,Czarny,Perłowy,Niemcy,null,null,null,Tak,null,Używane,null,null,null,null,null,null
808,249900,Firmy,Osobowe,Audi,A6,50 TDI mHEV Quattro Sport Tiptronic,2018,78 120 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),7 l/100km,Kombi,5,5,Szary,Metalik,Polska,10/11/2018,Tak,Tak,Tak,Tak,Używane,FZ2991L,155 g/km,Tak,null,null,27/09/2023
809,19700,Firmy,Osobowe,Audi,A6,null,2005,193 700 km,2 698 cm3,Diesel,180 KM,Manualna,Na przednie koła,null,Kombi,5,5,Szary,Metalik,Niemcy,12/08/2005,Tak,Tak,null,null,Używane,null,null,null,null,null,null
810,52900,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI DPF quattro tiptronic,2009,209 000 km,2 967 cm3,Diesel,240 KM,Automatyczna,4x4 (stały),"9,30 l/100km",Kombi,5,5,Czarny,Metalik,Szwajcaria,null,null,Tak,Tak,Tak,Używane,null,230 g/km,null,null,null,null
811,186900,Firmy,Osobowe,Audi,A6,35 TDI S tronic,2020,18 950 km,1 968 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,"5,30 l/100km",Sedan,4,5,Beżowy,Metalik,Polska,30/09/2020,Tak,Tak,Tak,Tak,Używane,DLU2755A,116 g/km,Tak,null,null,04/10/2025
812,146999,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI quattro S tronic,2017,196 402 km,2 967 cm3,Diesel,272 KM,Automatyczna,4x4 (stały),6 l/100km,Kombi,5,5,Czarny,Metalik,Polska,03/08/2017,Tak,Tak,null,Tak,Używane,WZ5186U,null,Tak,null,null,null
813,26700,Firmy,Osobowe,Audi,A6,Avant 2.8 FSI quattro,2009,290 000 km,2 773 cm3,Benzyna,190 KM,Manualna,4x4 (dołączany automatycznie),"12,40 l/100km",Kombi,5,5,Czarny,Metalik,null,null,Tak,null,null,null,Używane,null,null,null,null,null,null
814,89900,Firmy,Osobowe,Audi,A6,null,2016,86 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Biały,Metalik,null,null,null,null,null,null,Używane,null,158 g/km,null,null,null,null
815,9600,Osoby prywatnej,Osobowe,Audi,A6,null,2001,320 000 km,2 400 cm3,Benzyna+LPG,170 KM,Manualna,4x4 (stały),null,Kombi,5,null,Czarny,null,null,null,Tak,null,Tak,null,Używane,null,null,null,null,null,null
816,227000,Firmy,Osobowe,Audi,A6,Avant 35 TDI S tronic,2021,18 km,1 968 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,"5,50 l/100km",Kombi,5,5,Czarny,Metalik,Polska,29/09/2021,Tak,Tak,Tak,Tak,Nowe,WW4968Y,null,Tak,null,null,null
817,269900,Firmy,Osobowe,Audi,A6,null,2021,16 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Szary,Metalik,null,02/06/2021,null,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,02/06/2026
818,209900,Firmy,Osobowe,Audi,A6,null,2018,60 360 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Szary,Metalik,Polska,01/10/2018,Tak,Tak,Tak,Tak,Używane,WE775UK,null,Tak,Tak,null,null
819,259900,Firmy,Osobowe,Audi,A6,null,2021,21 575 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (stały),null,Sedan,5,5,Niebieski,Metalik,Niemcy,31/03/2021,null,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,31/03/2026
820,36900,Firmy,Osobowe,Audi,A6,Avant 2.0 TDI DPF multitronic,2010,298 000 km,1 968 cm3,Diesel,136 KM,Automatyczna,Na przednie koła,"7,50 l/100km",Kombi,5,5,Szary,Metalik,null,null,null,null,null,Tak,Używane,null,null,null,null,null,null
821,201900,Firmy,Osobowe,Audi,A6,Avant 40 TDI S tronic,2020,36 137 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,"5,30 l/100km",Kombi,5,5,Czarny,Metalik,Polska,23/07/2020,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,16/06/2025
822,239900,Firmy,Osobowe,Audi,A6,null,2020,27 274 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Niebieski,Metalik,Niemcy,09/02/2021,Tak,Tak,Tak,Tak,Używane,EL3EP28,null,Tak,Tak,null,null
823,239900,Firmy,Osobowe,Audi,A6,null,2020,26 375 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Czarny,Metalik,Niemcy,08/03/2021,Tak,Tak,Tak,Tak,Używane,EL9EY13,null,Tak,Tak,null,null
824,234900,Firmy,Osobowe,Audi,A6,null,2020,23 882 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Srebrny,Metalik,Niemcy,29/01/2021,Tak,Tak,Tak,Tak,Używane,EL5EP52,null,Tak,Tak,null,null
825,234900,Firmy,Osobowe,Audi,A6,null,2020,27 195 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Czarny,Metalik,Niemcy,08/03/2021,Tak,Tak,Tak,Tak,Używane,EL5EP22,null,Tak,Tak,null,null
826,278644,Firmy,Osobowe,Audi,A6,null,2022,null,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,null,Czarny,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
827,9800,Osoby prywatnej,Osobowe,Audi,A6,null,1999,178 000 km,2 393 cm3,Benzyna,170 KM,Manualna,Na przednie koła,null,Sedan,5,5,Niebieski,Metalik,Niemcy,10/05/1999,null,null,Tak,Tak,Używane,RV SC 4040,null,null,null,null,null
828,25000,Osoby prywatnej,Osobowe,Audi,A6,null,2005,287 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Szary,Metalik,null,null,null,null,null,null,Używane,null,null,null,null,null,null
829,33900,Firmy,Osobowe,Audi,A6,null,2008,288 171 km,1 984 cm3,Benzyna,170 KM,Automatyczna,Na przednie koła,"10,50 l/100km",Kombi,5,5,Szary,Metalik,Niemcy,12/12/2008,null,null,Tak,Tak,Używane,C CH613,null,null,null,null,null
830,21900,Osoby prywatnej,Osobowe,Audi,A6,2.0T FSI,2006,239 000 km,1 984 cm3,Benzyna,170 KM,Manualna,null,11 l/100km,Kombi,5,5,Czarny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
831,99999,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI ultra,2017,179 000 km,1 968 cm3,Diesel,190 KM,Manualna,null,5 l/100km,Sedan,5,5,Czarny,Metalik,null,null,Tak,Tak,Tak,Tak,Używane,null,null,null,null,null,null
832,28700,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro,2006,317 000 km,2 967 cm3,Diesel,233 KM,Automatyczna,4x4 (stały),12 l/100km,Kombi,5,5,Inny kolor,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
833,278409,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2021,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),5 l/100km,Sedan,4,5,Szary,Metalik,null,null,null,null,Tak,null,Nowe,null,123 g/km,Tak,null,null,null
834,294845,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2021,20 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),5 l/100km,Kombi,5,5,Szary,Metalik,null,null,null,null,Tak,null,Nowe,null,125 g/km,Tak,Tak,null,null
835,229800,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro S tronic,2020,25 733 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),5 l/100km,Kombi,5,5,Zielony,null,Polska,11/02/2021,Tak,Tak,Tak,Tak,Używane,SK895VL,125 g/km,Tak,null,null,11/02/2025
836,94900,Firmy,Osobowe,Audi,A6,null,2014,133 146 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Szary,Perłowy,Polska,21/05/2014,Tak,Tak,null,Tak,Używane,OP5085M,null,Tak,null,null,null
837,224900,Firmy,Osobowe,Audi,A6,null,2021,28 870 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (stały),null,Sedan,4,5,Czarny,Metalik,Niemcy,19/03/2021,Tak,null,null,Tak,Używane,EL6EU98,null,Tak,null,null,null
838,229900,Firmy,Osobowe,Audi,A6,null,2021,27 417 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (stały),null,Sedan,4,5,Srebrny,Metalik,Niemcy,26/03/2021,Tak,null,null,Tak,Używane,EL2EU13,null,Tak,null,null,null
839,219900,Firmy,Osobowe,Audi,A6,null,2021,27 392 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (stały),null,Sedan,4,5,Niebieski,Metalik,Niemcy,16/04/2021,Tak,null,null,Tak,Używane,EL6EU97,null,Tak,null,null,null
840,359900,Firmy,Osobowe,Audi,A6,null,2021,13 559 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Niebieski,Metalik,Niemcy,04/11/2021,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
841,342500,Firmy,Osobowe,Audi,A6,null,2021,10 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Szary,Perłowy,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
842,48800,Firmy,Osobowe,Audi,A6,3.0 TFSI quattro S tronic,2011,141 000 km,2 995 cm3,Benzyna,300 KM,Automatyczna,4x4 (stały),"10,80 l/100km",Sedan,4,5,Srebrny,Metalik,null,null,null,null,null,null,Używane,null,null,null,null,null,null
843,199900,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI competition quattro tiptronic,2017,95 000 km,2 967 cm3,Diesel,326 KM,Automatyczna,4x4 (stały),"7,70 l/100km",Kombi,5,5,Czarny,Perłowy,null,null,Tak,Tak,null,Tak,Używane,null,null,null,Tak,null,null
844,296900,Firmy,Osobowe,Audi,A6,null,2022,5 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Czarny,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,Tak,null,null
845,13900,Firmy,Osobowe,Audi,A6,null,2008,400 208 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,7 l/100km,Sedan,5,5,Czarny,Metalik,null,07/05/2008,Tak,null,null,null,Używane,GCZSA52,null,null,null,null,null
846,300663,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2021,20 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),5 l/100km,Kombi,5,5,Szary,Perłowy,null,null,null,null,Tak,null,Nowe,null,125 g/km,Tak,Tak,null,null
847,18000,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI Multitronic,2008,330 000 km,2 698 cm3,Diesel,180 KM,Automatyczna,Na przednie koła,10 l/100km,Kombi,5,5,Czarny,Metalik,null,10/01/2008,null,null,null,null,Używane,RSA54286,null,null,null,null,null
848,76500,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI DPF quattro S tronic,2013,231 500 km,2 967 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),"6,80 l/100km",Kombi,5,5,Srebrny,Perłowy,Niemcy,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
849,217000,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro S tronic,2020,27 227 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),5 l/100km,Sedan,4,5,Niebieski,Metalik,Polska,15/09/2020,Tak,Tak,Tak,Tak,Używane,SK837VL,123 g/km,Tak,null,null,21/12/2025
850,18950,Osoby prywatnej,Osobowe,Audi,A6,null,2006,191 000 km,1 984 cm3,Benzyna,170 KM,Automatyczna,Na przednie koła,null,Sedan,5,5,Czarny,Metalik,Niemcy,03/10/2006,null,null,null,Tak,Używane,null,null,null,null,null,null
851,34900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI DPF,2010,315 000 km,1 968 cm3,Diesel,170 KM,Manualna,Na przednie koła,8 l/100km,Kombi,5,5,Czarny,Metalik,Niemcy,null,Tak,null,Tak,null,Używane,null,null,null,null,null,null
852,209900,Firmy,Osobowe,Audi,A6,null,2020,27 950 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),null,Sedan,4,5,Niebieski,Metalik,Niemcy,22/02/2021,Tak,null,null,Tak,Używane,EL8EP89,null,Tak,null,null,null
853,209900,Firmy,Osobowe,Audi,A6,null,2021,29 307 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Srebrny,Metalik,Niemcy,23/03/2021,Tak,null,null,Tak,Używane,EL1ER46,null,Tak,null,null,null
854,209900,Firmy,Osobowe,Audi,A6,null,2020,26 235 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Czarny,Metalik,Niemcy,15/02/2021,Tak,null,null,Tak,Używane,EL1ER41,null,Tak,null,null,null
