,Cena,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Spalanie W Mieście,Typ nadwozia,Liczba drzwi,Liczba miejsc,Kolor,Rodzaj koloru,Kraj pochodzenia,Pierwsza rejestracja,Zarejestrowany w Polsce,Pierwszy właściciel,Bezwypadkowy,Serwisowany w ASO,Stan,Numer rejestracyjny pojazdu,Emisja CO2,Faktura VAT,Leasing,Tuning,Okres gwarancji producenta
95,299900,Firmy,Osobowe,Audi,A6,null,2020,44 080 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Szary,null,Polska,27/07/2020,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
96,75900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra DPF S tronic,2014,175 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,30 l/100km",Kombi,5,5,Czarny,Metalik,Szwecja,16/06/2014,null,null,Tak,null,Używane,CJX371,null,null,null,null,null
97,277900,Firmy,Osobowe,Audi,A6,null,2020,19 085 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Srebrny,null,Polska,02/03/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
98,209900,Firmy,Osobowe,Audi,A6,null,2020,23 053 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),null,Sedan,5,5,Szary,Metalik,Niemcy,26/02/2021,Tak,null,null,Tak,Używane,EL6EU70,null,Tak,null,null,null
99,94900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra,2018,98 000 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,"5,30 l/100km",Kombi,5,5,Niebieski,Metalik,Niemcy,19/03/2018,Tak,null,Tak,Tak,Używane,TSA 7795F,null,null,null,null,null
100,39900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI DPF,2010,237 000 km,1 968 cm3,Diesel,170 KM,Manualna,Na przednie koła,"7,50 l/100km",Kombi,5,5,Srebrny,Metalik,Niemcy,null,null,null,Tak,Tak,Używane,null,149 g/km,null,null,null,null
101,27900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2004,244 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,4x4 (stały),11 l/100km,Sedan,4,5,Czarny,null,Niemcy,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
102,149999,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI quattro S tronic,2018,58 200 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),6 l/100km,Sedan,4,5,Czarny,Metalik,Polska,11/06/2018,Tak,Tak,Tak,Tak,Używane,GSP8P84,null,null,null,null,null
103,93000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI Ultra DPF S tronic,2015,192 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,10 l/100km",Kombi,4,5,Inny kolor,Metalik,Niemcy,13/03/2015,Tak,null,Tak,Tak,Używane,DMI25625,null,null,null,null,null
104,49900,Osoby prywatnej,Osobowe,Audi,A6,2.0 TFSI,2012,180 000 km,1 984 cm3,Benzyna,180 KM,Manualna,Na przednie koła,"8,30 l/100km",Sedan,4,5,Srebrny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
105,24999,Firmy,Osobowe,Audi,A6,null,2004,286 000 km,2 698 cm3,Diesel,180 KM,Manualna,Na przednie koła,null,Sedan,4,5,Srebrny,Metalik,null,null,null,Tak,Tak,null,Używane,null,null,null,null,null,null
106,134900,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI Ultra S tronic,2018,73 662 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,10 l/100km",Sedan,4,5,Czarny,Metalik,Polska,null,Tak,null,null,Tak,Używane,KR1FR81,null,Tak,null,null,30/01/2023
107,129000,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI quattro S tronic,2015,212 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,null,6 l/100km,Kombi,5,5,Brązowy,null,null,19/02/2015,Tak,null,Tak,Tak,Używane,EL690XP,null,null,null,null,null
108,177500,Osoby prywatnej,Osobowe,Audi,A6,Avant 35 TDI S tronic,2021,8 400 km,1 968 cm3,Diesel,163 KM,Automatyczna,null,7 l/100km,Kombi,5,5,Czarny,null,Niemcy,null,Tak,null,null,Tak,Używane,null,null,null,null,null,30/04/2024
109,119000,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI quattro S tronic,2016,170 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,4x4 (dołączany automatycznie),6 l/100km,Kombi,5,5,Szary,Metalik,null,null,Tak,null,Tak,Tak,Używane,xxxx,null,null,null,null,null
110,58000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI Multitronic,2013,260 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,6 l/100km,Kombi,5,5,Szary,Matowy,null,null,Tak,null,null,null,Używane,null,null,null,Tak,null,null
111,277900,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2022,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),5 l/100km,Sedan,4,5,Biały,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,null,null,null
112,20500,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI Multitronic,2006,390 000 km,1 968 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,8 l/100km,Kombi,5,5,Czarny,Metalik,null,02/05/2006,Tak,null,null,null,Używane,KWACC33,null,null,null,null,null
113,249000,Osoby prywatnej,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2021,12 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),5 l/100km,Sedan,4,5,Szary,Metalik,Polska,null,Tak,Tak,Tak,null,Używane,null,null,Tak,null,null,null
114,388400,Firmy,Osobowe,Audi,A6,Avant 50 TDI quattro tiptronic,2022,1 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),"7,60 l/100km",Kombi,5,5,Czarny,null,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,null,null,null
115,78900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TFSI quattro S tronic,2015,125 900 km,2 995 cm3,Benzyna,333 KM,Automatyczna,null,"9,80 l/100km",Kombi,4,5,Srebrny,Metalik,null,null,null,null,null,null,Używane,null,null,Tak,null,null,null
116,180000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI competition quattro tiptronic,2016,168 300 km,2 967 cm3,Diesel,326 KM,Automatyczna,4x4 (stały),"7,50 l/100km",Sedan,4,5,Czarny,null,null,29/07/2016,Tak,null,Tak,null,Używane,PKAPR87,null,null,null,null,null
117,68700,Firmy,Osobowe,Audi,A6,null,2014,176 568 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Czarny,null,Francja,null,null,null,Tak,null,Używane,null,null,null,null,null,null
118,58500,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI,2013,278 987 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,6 l/100km,Sedan,4,5,Czarny,Metalik,Niemcy,02/03/2017,Tak,null,Tak,null,Używane,PKE79M4,null,null,null,null,null
119,29900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TFSI,2011,229 000 km,1 984 cm3,Benzyna,170 KM,Manualna,Na przednie koła,"10,20 l/100km",Kombi,5,5,Srebrny,Metalik,Niemcy,28/04/2011,null,null,Tak,Tak,Używane,null,null,null,null,null,null
120,476800,Firmy,Osobowe,Audi,A6,null,2022,1 km,2 967 cm3,Diesel,344 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Niebieski,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,null,null,null
121,18900,Osoby prywatnej,Osobowe,Audi,A6,2.4 Multitronic,2005,194 587 km,2 393 cm3,Benzyna,177 KM,Automatyczna,Na przednie koła,8 l/100km,Kombi,5,5,Niebieski,Metalik,Holandia,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
122,63900,Osoby prywatnej,Osobowe,Audi,A6,2.0 TFSI multitronic,2013,108 500 km,1 984 cm3,Benzyna,180 KM,Automatyczna,Na przednie koła,"8,10 l/100km",Sedan,4,5,Biały,Perłowy,null,01/01/2013,Tak,null,null,null,Używane,null,null,null,null,null,null
123,111181,Osoby prywatnej,Osobowe,Audi,A6,Avant 45 TFSI quattro S tronic,2019,64 500 km,1 984 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),"8,20 l/100km",Kombi,5,5,Szary,Perłowy,Polska,null,Tak,Tak,Tak,Tak,Używane,null,null,null,Tak,null,28/10/2022
124,89000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2013,114 000 km,2 967 cm3,Diesel,313 KM,Automatyczna,4x4 (stały),8 l/100km,Sedan,5,5,Czarny,Metalik,Polska,07/03/2014,Tak,Tak,null,Tak,Używane,KRA 9629J,null,null,null,null,null
125,299900,Firmy,Osobowe,Audi,A6,null,2021,27 639 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Szary,null,Polska,25/05/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
126,294900,Firmy,Osobowe,Audi,A6,null,2021,28 344 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Szary,Metalik,Polska,06/04/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,null
127,289900,Firmy,Osobowe,Audi,A6,null,2021,7 364 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Srebrny,Metalik,null,14/06/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
128,259900,Firmy,Osobowe,Audi,A6,null,2021,16 165 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Szary,Metalik,null,21/04/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
129,65900,Firmy,Osobowe,Audi,A6,2.0 TDI,2012,131 000 km,1 968 cm3,Diesel,170 KM,Manualna,Na przednie koła,7 l/100km,Sedan,5,5,Inny kolor,Metalik,Belgia,null,null,null,null,Tak,Używane,null,138 g/km,null,null,null,null
130,40500,Osoby prywatnej,Osobowe,Audi,A6,3.0 TFSI quattro tiptronic,2008,275 000 km,2 995 cm3,Benzyna,290 KM,Automatyczna,4x4 (stały),"13,20 l/100km",Kombi,4,5,Szary,Perłowy,Niemcy,08/01/2009,Tak,null,null,null,Używane,FZA63284,null,null,null,null,null
131,94000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2014,256 000 km,2 967 cm3,Diesel,313 KM,Automatyczna,4x4 (stały),8 l/100km,Sedan,4,5,Czarny,Perłowy,Niemcy,05/02/2014,Tak,null,Tak,null,Używane,D0 DGROM,null,null,null,null,null
132,84500,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI DPF quattro tiptronic,2014,200 000 km,2 967 cm3,Diesel,313 KM,Automatyczna,4x4 (stały),8 l/100km,Kombi,5,5,Srebrny,Metalik,Polska,null,Tak,Tak,null,null,Używane,null,null,null,null,null,null
133,89900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra S tronic,2015,191 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,"4,90 l/100km",Kombi,5,5,Czarny,Metalik,Belgia,30/10/2015,Tak,null,Tak,Tak,Używane,sc4088x,null,null,null,Tak,null
134,99999,Firmy,Osobowe,Audi,A6,2.0 TDI ultra S tronic,2018,178 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,5 l/100km,Kombi,5,5,Biały,Metalik,Niemcy,null,Tak,Tak,Tak,Tak,Używane,null,118 g/km,null,Tak,null,null
135,108500,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2015,127 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (dołączany automatycznie),7 l/100km,Sedan,4,5,Niebieski,Perłowy,null,14/12/2015,null,null,null,null,Używane,null,null,null,null,null,null
136,25900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,2004,295 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,4x4 (stały),11 l/100km,Kombi,4,5,Czarny,Metalik,Niemcy,07/09/2004,Tak,null,Tak,null,Używane,null,null,null,null,null,null
137,45900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI DPF,2010,248 389 km,1 968 cm3,Diesel,170 KM,Manualna,Na przednie koła,"7,50 l/100km",Kombi,5,5,Czarny,Metalik,null,10/07/2010,null,null,null,Tak,Używane,null,null,null,null,null,null
138,169000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TFSI quattro S tronic,2018,99 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,4x4 (stały),"8,30 l/100km",Sedan,4,5,Czarny,Perłowy,Polska,04/06/2018,Tak,Tak,Tak,Tak,Używane,KOS9808E,null,null,null,null,03/06/2023
139,111000,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra S tronic,2017,97 855 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,20 l/100km",Kombi,5,5,Czarny,null,null,null,Tak,null,null,null,Używane,ZGL65159,null,null,null,null,null
140,27500,Osoby prywatnej,Osobowe,Audi,A6,4.2 Quattro Tiptronic,2000,206 011 km,4 163 cm3,Benzyna,334 KM,Automatyczna,4x4 (stały),16 l/100km,Sedan,5,5,Niebieski,null,Niemcy,24/10/2000,Tak,null,Tak,null,Używane,WKZ PV52,null,null,null,null,null
141,22000,Osoby prywatnej,Osobowe,Audi,A6,2.0T FSI Multitronic,2007,282 000 km,1 984 cm3,Benzyna,170 KM,Automatyczna,Na przednie koła,11 l/100km,Kombi,5,5,Szary,Metalik,Niemcy,12/06/2007,Tak,null,Tak,null,Używane,ZKL 12120,null,null,null,null,null
142,105000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TFSI S tronic,2016,88 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,Na przednie koła,7 l/100km,Sedan,5,5,Srebrny,Metalik,null,01/01/2016,Tak,null,null,Tak,Używane,PO3HU03,null,null,null,null,null
143,21500,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI,2004,375 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,8 l/100km,Sedan,4,5,Inny kolor,Metalik,null,12/11/2004,Tak,null,null,null,Używane,GPU92P3,null,null,null,null,null
144,125000,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra S tronic,2016,149 552 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,20 l/100km",Kombi,5,5,Niebieski,Metalik,null,null,null,null,null,null,Używane,null,null,null,null,null,null
145,53900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI DPF,2013,199 850 km,1 968 cm3,Diesel,136 KM,Manualna,Na przednie koła,6 l/100km,Kombi,5,5,Brązowy,Metalik,Niemcy,14/10/2013,Tak,null,null,null,Używane,WP7485P,null,null,null,null,null
146,86900,Firmy,Osobowe,Audi,A6,null,2015,138 236 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Szary,null,Niemcy,null,null,null,Tak,null,Używane,null,null,null,null,null,null
147,109000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI Quattro S tronic,2015,173 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),5 l/100km,Kombi,5,5,Srebrny,Perłowy,null,27/05/2016,Tak,null,Tak,null,Używane,PO3RC04,null,Tak,null,null,null
148,19000,Osoby prywatnej,Osobowe,Audi,A6,2.4,2005,510 000 km,2 393 cm3,Benzyna,177 KM,Manualna,Na przednie koła,14 l/100km,Sedan,4,5,Czarny,null,Niemcy,02/12/2005,Tak,null,null,null,Używane,SK805JK,null,null,null,null,null
149,315600,Firmy,Osobowe,Audi,A6,null,2022,1 km,1 984 cm3,Benzyna,265 KM,Automatyczna,4x4 (stały),null,Sedan,4,5,Czarny,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,null,null,null
150,674500,Firmy,Osobowe,Audi,A6,null,2022,1 km,3 996 cm3,Benzyna,600 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Szary,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,null,null,null
151,69999,Firmy,Osobowe,Audi,A6,Avant 2.0 TDI DPF,2013,173 760 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,"6,10 l/100km",Kombi,5,5,Czarny,Metalik,Niemcy,null,Tak,Tak,Tak,Tak,Używane,null,null,null,Tak,null,null
152,324900,Firmy,Osobowe,Audi,A6,null,2021,24 474 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Czarny,null,null,09/02/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
153,304900,Firmy,Osobowe,Audi,A6,null,2021,27 672 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Czarny,null,Polska,19/04/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
154,222900,Firmy,Osobowe,Audi,A6,null,2020,24 412 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Szary,null,null,29/03/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
155,4450,Osoby prywatnej,Osobowe,Audi,A6,null,1998,280 980 km,2 771 cm3,Benzyna,193 KM,Manualna,null,null,Kombi,5,5,Srebrny,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
156,70900,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI DPF multitronic,2014,238 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,null,"6,10 l/100km",Kombi,5,5,Czarny,Metalik,null,01/04/2014,Tak,null,null,null,Używane,null,null,null,null,null,null
157,4500,Osoby prywatnej,Osobowe,Audi,A6,null,2001,360 000 km,2 800 cm3,Benzyna+LPG,193 KM,Automatyczna,null,null,Sedan,5,null,Szary,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
158,90000,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2014,152 800 km,2 967 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),6 l/100km,Kombi,4,5,Czarny,null,Dania,19/02/2020,Tak,null,null,Tak,Używane,CWL04747,null,null,null,null,null
159,142000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI quattro S tronic,2018,68 750 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (dołączany automatycznie),6 l/100km,Sedan,4,5,Czarny,Metalik,Polska,23/08/2018,Tak,Tak,Tak,Tak,Używane,SBE 3916F,null,null,null,null,null
160,33950,Osoby prywatnej,Osobowe,Audi,A6,null,2008,270 000 km,3 123 cm3,Benzyna,255 KM,Automatyczna,4x4 (stały),10 l/100km,Sedan,5,5,Czarny,null,Szwajcaria,26/05/2008,Tak,null,Tak,Tak,Używane,null,null,Tak,null,null,null
161,153000,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI quattro S tronic,2018,119 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),"6,10 l/100km",Kombi,5,5,Czarny,Metalik,null,27/06/2018,null,Tak,Tak,Tak,Używane,null,null,null,null,null,null
162,25700,Firmy,Osobowe,Audi,A6,null,2004,299 000 km,3 200 cm3,Benzyna,256 KM,Manualna,Na przednie koła,null,Sedan,4,5,Inny kolor,Metalik,null,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
163,248800,Firmy,Osobowe,Audi,A6,null,2019,89 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),null,Sedan,4,5,Czarny,Metalik,Niemcy,null,null,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
164,269900,Firmy,Osobowe,Audi,A6,null,2021,24 032 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),null,Kombi,5,5,Biały,Metalik,null,19/04/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
165,259900,Firmy,Osobowe,Audi,A6,null,2020,17 596 km,1 984 cm3,Hybryda,299 KM,Automatyczna,4x4 (stały),null,Sedan,4,5,Czarny,Metalik,null,06/08/2020,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
166,269700,Firmy,Osobowe,Audi,A6,40 TDI mHEV Quattro Sport S tronic,2022,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),5 l/100km,Sedan,4,5,Czarny,Metalik,Polska,null,null,null,Tak,null,Nowe,null,null,Tak,null,null,null
167,269900,Firmy,Osobowe,Audi,A6,null,2021,10 804 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),null,Kombi,5,5,Biały,Metalik,Polska,12/07/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
168,288999,Osoby prywatnej,Osobowe,Audi,A6,40 TDI quattro S tronic,2021,23 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),7 l/100km,Sedan,4,5,Szary,Perłowy,Polska,null,Tak,Tak,Tak,Tak,Używane,null,null,Tak,Tak,null,24/07/2025
169,34900,Osoby prywatnej,Osobowe,Audi,A6,2.4 Multitronic,2007,189 000 km,2 393 cm3,Benzyna+LPG,177 KM,Automatyczna,Na przednie koła,10 l/100km,Sedan,4,5,Szary,Metalik,Niemcy,null,Tak,null,null,Tak,Używane,EOP EM78,null,null,null,null,null
170,65000,Firmy,Osobowe,Audi,A6,null,2013,190 050 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,null,Kombi,5,5,Czarny,null,null,06/08/2013,Tak,null,null,Tak,Używane,null,null,null,Tak,null,null
171,67900,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro S tronic,2014,190 000 km,2 967 cm3,Diesel,204 KM,Automatyczna,null,6 l/100km,Sedan,5,null,Szary,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
172,62500,Osoby prywatnej,Osobowe,Audi,A6,null,2012,224 700 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Biały,Perłowy,null,null,Tak,Tak,Tak,Tak,Używane,null,119 g/km,null,Tak,null,null
173,135000,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI quattro S tronic,2016,115 500 km,2 967 cm3,Diesel,272 KM,Automatyczna,4x4 (stały),6 l/100km,Kombi,5,5,Biały,Perłowy,Niemcy,03/06/2016,Tak,null,Tak,null,Używane,PKE1LP2,null,null,null,null,null
174,107900,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI Ultra S tronic,2016,169 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,"5,10 l/100km",Kombi,4,5,Brązowy,Metalik,Niemcy,null,null,Tak,Tak,Tak,Używane,null,107 g/km,null,null,null,null
175,172815,Osoby prywatnej,Osobowe,Audi,A6,Avant 40 TDI S tronic,2018,189 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,"5,30 l/100km",Kombi,5,5,Niebieski,Metalik,null,null,Tak,Tak,Tak,Tak,Używane,WWYXXXXX,null,Tak,null,null,null
176,183800,Firmy,Osobowe,Audi,A6,40 TDI mHEV Sport S tronic,2019,138 000 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,5 l/100km,Kombi,5,5,Czarny,Metalik,Niemcy,21/01/2019,Tak,Tak,Tak,Tak,Używane,WPI8059G,118 g/km,Tak,null,null,null
177,47000,Osoby prywatnej,Osobowe,Audi,A6,null,2010,104 538 km,1 984 cm3,Benzyna,170 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Inny kolor,Metalik,Szwajcaria,null,null,null,null,Tak,Używane,AG205020,null,Tak,null,null,null
178,23800,Osoby prywatnej,Osobowe,Audi,A6,null,2005,280 000 km,2 393 cm3,Benzyna,177 KM,Automatyczna,null,null,Sedan,5,5,Inny kolor,null,null,null,null,null,null,null,Używane,null,null,null,null,null,null
179,334900,Firmy,Osobowe,Audi,A6,null,2021,5 796 km,2 995 cm3,Benzyna,340 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Niebieski,null,null,23/03/2021,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
180,64800,Osoby prywatnej,Osobowe,Audi,A6,null,2014,247 321 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),8 l/100km,Sedan,5,5,Czarny,Metalik,Polska,null,Tak,null,Tak,Tak,Używane,null,null,null,null,null,null
181,167700,Osoby prywatnej,Osobowe,Audi,A6,40 TDI S tronic,2018,167 600 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,"5,20 l/100km",Kombi,4,5,Biały,null,null,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
182,14700,Osoby prywatnej,Osobowe,Audi,A6,null,2004,338 702 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,null,Kombi,4,5,Szary,Metalik,null,10/08/2004,Tak,null,null,null,Używane,LZA 41348,null,null,null,null,null
183,224900,Firmy,Osobowe,Audi,A6,null,2020,58 266 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,null,Sedan,4,5,Szary,null,null,13/07/2020,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
184,97000,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI ultra S tronic,2016,151 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,5 l/100km,Kombi,5,5,Czarny,null,null,01/12/2016,Tak,null,Tak,Tak,Używane,SC 8244Y,null,null,null,null,null
185,319900,Firmy,Osobowe,Audi,A6,null,2020,23 391 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),null,Sedan,4,5,Biały,null,null,18/12/2020,Tak,Tak,Tak,Tak,Używane,null,null,Tak,null,null,null
186,22700,Firmy,Osobowe,Audi,A6,null,2004,299 000 km,2 400 cm3,Benzyna,177 KM,Manualna,Na przednie koła,null,Sedan,4,5,Niebieski,Metalik,null,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
187,23700,Firmy,Osobowe,Audi,A6,null,2005,299 000 km,2 400 cm3,Benzyna,177 KM,Automatyczna,Na przednie koła,null,Kombi,5,5,Czarny,Metalik,null,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
188,29700,Firmy,Osobowe,Audi,A6,null,2005,220 000 km,2 400 cm3,Benzyna,177 KM,Manualna,4x4 (stały),null,Kombi,5,5,Czarny,Metalik,null,null,null,null,Tak,Tak,Używane,null,null,null,null,null,null
189,284990,Firmy,Osobowe,Audi,A6,50 TDI mHEV Quattro Sport Tiptronic,2018,68 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),7 l/100km,Sedan,4,5,Szary,Metalik,Niemcy,10/07/2018,null,Tak,Tak,Tak,Używane,null,151 g/km,Tak,Tak,null,null
